name,position_error,angle_error,normalized_position_error,normalized_angle_error,num_aircrafts_for_normalization,number_of_missed_aircrafts,intersection_distances,distances_from_red_aircraft,num_aircrafts
./1566954358/Task_1_1_1_secondary.json,62.14962686336267,9.71535828826552,31.074813431681335,4.85767914413276,2,0,0.0,0.0,2
./1566954358/Task_1_3_6.json,260.00534590901464,61.3139037121374,65.00133647725366,15.32847592803435,4,0,0.0,0.0,4
./1566954358/Task_1_3_1.json,246.82547599490437,32.006403233465704,61.70636899872609,8.001600808366426,4,0,0.0,0.0,4
./1566954358/Task_1_1_7_secondary.json,126.64619338603052,67.69698474700994,63.32309669301526,33.84849237350497,2,0,0.0,0.0,2
./1566954358/Task_1_5_9_secondary.json,575.2480751298831,230.97469600168984,95.87467918831385,38.49578266694831,6,0,0.0,0.0,6
./1566954358/Task_1_1_9.json,143.25447163964884,10.219987872693899,71.62723581982442,5.1099939363469495,2,0,0.0,0.0,2
./1566954358/Task_1_5_6_secondary.json,295.2618925936178,123.03828304084517,49.21031543226963,20.506380506807528,6,0,0.0,0.0,6
./1566954358/Task_1_1_8.json,73.39239066472877,10.636636696361904,36.69619533236438,5.318318348180952,2,0,0.0,0.0,2
./1566954358/Task_1_1_10_secondary.json,62.12903184050862,2.350204715266372,31.06451592025431,1.175102357633186,2,0,0.0,0.0,2
./1566954358/Task_1_5_5_secondary.json,269.67206861357533,113.80993877951053,53.934413722715064,22.761987755902105,5,1,51.37432527158012,55.80322571321482,6
./1566954358/Task_1_5_1_secondary.json,456.7558387439383,386.0928595497969,91.35116774878766,77.21857190995938,5,1,-734.3137655675681,353.30581653859025,6
./1566954358/Task_1_1_6.json,55.059928172283335,8.725396157184193,27.529964086141668,4.362698078592096,2,0,0.0,0.0,2
./1566954358/Task_1_3_4_secondary.json,572.9050918163939,134.40758698902653,143.22627295409848,33.60189674725663,4,0,0.0,0.0,4
./1566954358/Task_1_5_2.json,364.94157887837866,131.34421912225912,72.98831577567573,26.268843824451825,5,1,-512.7342572418446,434.9942528355978,6
./1566954358/Task_1_1_4.json,51.36193544241357,3.635522328533497,25.680967721206784,1.8177611642667486,2,0,0.0,0.0,2
./1566954358/Task_1_3_10.json,262.36025002734596,28.0865738485016,65.59006250683649,7.0216434621254,4,0,0.0,0.0,4
./1566954358/Task_1_1_5_secondary.json,103.5651657845933,5.327578390942181,51.78258289229665,2.6637891954710904,2,0,0.0,0.0,2
./1566954358/Task_1_3_5_secondary.json,270.3669783594178,18.75488692633869,67.59174458985446,4.688721731584672,4,0,0.0,0.0,4
./1566954358/Task_1_5_4_secondary.json,896.4492359078556,404.83838970961,179.28984718157113,80.967677941922,5,1,110.7203423408009,390.3857067055606,6
./1566954358/Task_1_3_8.json,176.36410126802076,20.75284970035038,44.09102531700519,5.188212425087595,4,0,0.0,0.0,4
./1566954358/Task_1_3_7_secondary.json,606.9102512428344,210.90122959319126,151.7275628107086,52.725307398297815,4,0,0.0,0.0,4
./1566954358/Task_1_1_3.json,54.22651478960759,9.673468857359332,27.113257394803796,4.836734428679666,2,0,0.0,0.0,2
./1566954358/Task_1_3_2.json,84.34020145425697,37.22405490281531,21.085050363564243,9.306013725703828,4,0,0.0,0.0,4
./1566954358/Task_1_1_2_secondary.json,114.45942798280691,5.6268166858967845,57.22971399140346,2.8134083429483923,2,0,0.0,0.0,2
./1566954358/Task_1_3_3.json,267.0172973893971,24.10997439689706,66.75432434734927,6.027493599224265,4,0,0.0,0.0,4
./1566954358/Task_1_5_10_secondary.json,409.85679532982573,211.48506962298984,68.30946588830429,35.24751160383164,6,0,0.0,0.0,6
./1566954358/Task_1_5_7.json,352.1639635062574,257.2561879452849,70.43279270125149,51.45123758905699,5,1,298.8114548819815,300.0933188193299,6
./1566954358/Task_1_5_3_secondary.json,349.34166769551916,292.6121995139758,69.86833353910383,58.522439902795156,5,1,-186.8639535303271,403.6000495540108,6
./1566954358/Task_1_3_9.json,296.1582814850632,58.671894762212204,74.0395703712658,14.667973690553051,4,0,0.0,0.0,4
./9115601756/Task_1_5_8.json,222.62101943683075,61.90985663411739,37.10350323947179,10.318309439019565,6,0,0.0,0.0,6
./9115601756/Task_1_1_8_secondary.json,22.12807073918301,7.97916666053127,11.064035369591505,3.989583330265635,2,0,0.0,0.0,2
./9115601756/Task_1_3_6.json,193.10257697343044,32.46450444672892,48.27564424335761,8.11612611168223,4,0,0.0,0.0,4
./9115601756/Task_1_3_9_secondary.json,276.30427850136385,209.52189497230574,69.07606962534096,52.380473743076436,4,0,0.0,0.0,4
./9115601756/Task_1_5_9_secondary.json,251.7845961147351,192.5437796091109,50.35691922294702,38.508755921822186,5,1,-185.13028149551613,348.2427314388629,6
./9115601756/Task_1_1_9.json,52.689627502360835,0.3249255449763666,26.344813751180418,0.1624627724881833,2,0,0.0,0.0,2
./9115601756/Task_1_1_10_secondary.json,62.47334323551516,5.644745303523209,31.23667161775758,2.8223726517616043,2,0,0.0,0.0,2
./9115601756/Task_1_5_3.json,354.1712099215457,218.0253868397009,59.028534986924285,36.337564473283486,6,0,0.0,0.0,6
./9115601756/Task_1_3_10.json,160.12575236337887,51.138340435769734,40.031438090844716,12.784585108942434,4,0,0.0,0.0,4
./9115601756/Task_1_3_2_secondary.json,140.6545047896986,26.51498499336767,35.16362619742465,6.628746248341917,4,0,0.0,0.0,4
./9115601756/Task_1_3_5_secondary.json,555.1168737077767,136.0201796525532,138.77921842694417,34.0050449131383,4,0,0.0,0.0,4
./9115601756/Task_1_1_1.json,32.08308204722718,0.8680518076289161,16.04154102361359,0.43402590381445805,2,0,0.0,0.0,2
./9115601756/Task_1_5_4_secondary.json,362.22382918583224,72.3711537417036,60.370638197638705,12.0618589569506,6,0,0.0,0.0,6
./9115601756/Task_1_3_8.json,223.1233925804803,28.215045925468544,55.780848145120075,7.053761481367136,4,0,0.0,0.0,4
./9115601756/Task_1_3_7_secondary.json,238.55425928942404,30.317295696885992,59.63856482235601,7.579323924221498,4,0,0.0,0.0,4
./9115601756/Task_1_1_7.json,74.02802420893804,44.7873773794571,37.01401210446902,22.39368868972855,2,0,0.0,0.0,2
./9115601756/Task_1_1_5.json,29.79461146622948,2.577926759948315,14.89730573311474,1.2889633799741576,2,0,0.0,0.0,2
./9115601756/Task_1_5_5.json,327.05389134847826,232.87020452422047,54.50898189141304,38.81170075403674,6,0,0.0,0.0,6
./9115601756/Task_1_5_6.json,459.6251043470913,70.5549981323971,76.60418405784854,11.759166355399516,6,0,0.0,0.0,6
./9115601756/Task_1_5_2_secondary.json,231.72168349845964,52.99146350093156,38.62028058307661,8.831910583488593,6,0,0.0,0.0,6
./9115601756/Task_1_1_2_secondary.json,33.518284528683196,6.454762228706237,16.759142264341598,3.2273811143531184,2,0,0.0,0.0,2
./9115601756/Task_1_5_1.json,611.212874601586,109.02054835086575,101.86881243359767,18.17009139181096,6,0,0.0,0.0,6
./9115601756/Task_1_3_3_secondary.json,217.72617267225428,117.571811335112,54.43154316806357,29.392952833778,4,0,0.0,0.0,4
./9115601756/Task_1_5_10_secondary.json,264.3376528390206,93.74627278230656,44.0562754731701,15.624378797051094,6,0,0.0,0.0,6
./9115601756/Task_1_5_7.json,324.5665416961986,35.1365974459098,64.91330833923972,7.02731948918196,5,1,-67.49317786074178,224.28999086004708,6
./9115601756/Task_1_3_4.json,174.10928454777383,20.747224309158184,43.527321136943456,5.186806077289546,4,0,0.0,0.0,4
./9115601756/Task_1_1_4_secondary.json,46.51924762846885,5.597865402153374,23.259623814234423,2.798932701076687,2,0,0.0,0.0,2
./9115601756/Task_1_3_1_secondary.json,131.85411430975785,37.30787908664127,32.96352857743946,9.326969771660318,4,0,0.0,0.0,4
./9115601756/Task_1_1_3_secondary.json,43.65552006446556,8.736988551878767,21.82776003223278,4.368494275939383,2,0,0.0,0.0,2
./7799738638/Task_1_1_2.json,123.02227649473039,6.638417720808661,61.511138247365196,3.3192088604043306,2,0,0.0,0.0,2
./7799738638/Task_1_5_8.json,553.7092326599286,196.09260185067325,110.74184653198571,39.21852037013465,5,1,-104.99505246025014,187.85632808079689,6
./7799738638/Task_1_1_8_secondary.json,210.26781210763193,2.267303627635492,105.13390605381596,1.133651813817746,2,0,0.0,0.0,2
./7799738638/Task_1_1_6_secondary.json,57.08106681206542,4.2312610271735025,28.54053340603271,2.1156305135867512,2,0,0.0,0.0,2
./7799738638/Task_1_3_8_secondary.json,433.49584434029,19.20046287229698,108.3739610850725,4.800115718074245,4,0,0.0,0.0,4
./7799738638/Task_1_3_1.json,400.84757839820264,38.6588257730243,100.21189459955066,9.664706443256074,4,0,0.0,0.0,4
./7799738638/Task_1_1_7_secondary.json,98.74473274248794,62.7582583809596,49.37236637124397,31.3791291904798,2,0,0.0,0.0,2
./7799738638/Task_1_1_10_secondary.json,48.14622254377336,3.91724481142586,24.07311127188668,1.95862240571293,2,0,0.0,0.0,2
./7799738638/Task_1_3_6_secondary.json,267.89562460766473,38.702432023620524,66.97390615191618,9.675608005905131,4,0,0.0,0.0,4
./7799738638/Task_1_5_3.json,606.3384678564718,85.21315141355652,101.05641130941196,14.20219190225942,6,0,0.0,0.0,6
./7799738638/Task_1_3_10.json,767.0007752711367,237.14940790630587,191.75019381778418,59.28735197657647,4,0,0.0,0.0,4
./7799738638/Task_1_3_2_secondary.json,180.1294672418026,39.30326382270745,45.03236681045065,9.825815955676863,4,0,0.0,0.0,4
./7799738638/Task_1_1_5_secondary.json,285.7362952177199,0.07726256730512837,142.86814760885994,0.038631283652564186,2,0,0.0,0.0,2
./7799738638/Task_1_3_5.json,421.7720812258813,30.09839876062289,105.44302030647033,7.524599690155722,4,0,0.0,0.0,4
./7799738638/Task_1_1_1.json,58.90292638501711,4.6299143343904205,29.451463192508555,2.3149571671952103,2,0,0.0,0.0,2
./7799738638/Task_1_5_4_secondary.json,560.5816623046601,318.45006052605675,112.11633246093201,63.69001210521135,5,1,192.30299432936832,500.8013578256353,6
./7799738638/Task_1_5_9.json,603.6660104020116,68.22054637339387,120.73320208040232,13.644109274678774,5,1,-185.13028149551613,348.2427314388629,6
./7799738638/Task_1_3_7_secondary.json,364.5501821120685,39.88143777826417,91.13754552801713,9.970359444566043,4,0,0.0,0.0,4
./7799738638/Task_1_1_3.json,87.25074569004252,4.862401780637867,43.62537284502126,2.4312008903189337,2,0,0.0,0.0,2
./7799738638/Task_1_5_5.json,476.2528740084868,65.10030562393797,79.37547900141446,10.850050937322996,6,0,0.0,0.0,6
./7799738638/Task_1_5_6.json,392.75542845483767,94.59970916924591,78.55108569096754,18.919941833849183,5,1,95.25824598584678,172.03778654702577,6
./7799738638/Task_1_5_2_secondary.json,365.2494930172206,236.57322665241418,60.874915502870095,39.4288711087357,6,0,0.0,0.0,6
./7799738638/Task_1_1_9_secondary.json,44.80830548379189,18.02196473645901,22.404152741895945,9.010982368229506,2,0,0.0,0.0,2
./7799738638/Task_1_5_1.json,861.5292834032206,239.89795282009612,143.58821390053677,39.98299213668269,6,0,0.0,0.0,6
./7799738638/Task_1_3_3_secondary.json,316.54955960005867,50.57773724107213,79.13738990001467,12.644434310268032,4,0,0.0,0.0,4
./7799738638/Task_1_5_10_secondary.json,493.78794782345193,111.85518698421896,82.29799130390866,18.642531164036495,6,0,0.0,0.0,6
./7799738638/Task_1_3_9.json,346.66237805122944,57.20770702313236,86.66559451280736,14.30192675578309,4,0,0.0,0.0,4
./7799738638/Task_1_3_4.json,562.8876252423322,60.61337599622533,140.72190631058305,15.153343999056332,4,0,0.0,0.0,4
./7799738638/Task_1_1_4_secondary.json,161.19233390503265,15.296865494947795,80.59616695251633,7.648432747473898,2,0,0.0,0.0,2
./5843924292/Task_1_5_8.json,317.2574989276306,274.0942985306074,63.45149978552612,54.81885970612147,5,1,219.96788882662693,199.6121238802894,6
./5843924292/Task_1_1_8_secondary.json,67.2815086665691,2.273373869664205,33.64075433328455,1.1366869348321025,2,0,0.0,0.0,2
./5843924292/Task_1_3_1.json,277.7198488861542,43.28179282518581,69.42996222153855,10.820448206296453,4,0,0.0,0.0,4
./5843924292/Task_1_1_7_secondary.json,100.05271619844845,47.806142460652325,50.026358099224225,23.903071230326162,2,0,0.0,0.0,2
./5843924292/Task_1_5_9_secondary.json,439.2367487369194,57.07366466338344,87.84734974738389,11.414732932676689,5,1,-370.3649770378082,371.1091483647365,6
./5843924292/Task_1_1_9.json,43.32656768883392,0.7384347829537177,21.66328384441696,0.36921739147685884,2,0,0.0,0.0,2
./5843924292/Task_1_5_6_secondary.json,307.36807203209383,69.82201451894369,61.47361440641877,13.964402903788738,5,1,63.254949670717366,214.89532335534898,6
./5843924292/Task_1_3_6_secondary.json,243.63149485293326,20.97912067954833,60.907873713233315,5.244780169887083,4,0,0.0,0.0,4
./5843924292/Task_1_5_7_secondary.json,376.64841648214275,134.9109187453634,75.32968329642856,26.982183749072682,5,1,1.0,1.0,6
./5843924292/Task_1_1_6.json,87.15294794819621,11.317249460899305,43.57647397409811,5.658624730449652,2,0,0.0,0.0,2
./5843924292/Task_1_3_4_secondary.json,250.32122551317573,41.88138320900774,62.58030637829393,10.470345802251934,4,0,0.0,0.0,4
./5843924292/Task_1_5_3.json,364.7679193166248,71.226334646098,60.794653219437464,11.871055774349665,6,0,0.0,0.0,6
./5843924292/Task_1_3_7.json,381.67067349066633,20.77561675456633,95.41766837266658,5.193904188641582,4,0,0.0,0.0,4
./5843924292/Task_1_1_4.json,155.05170968910556,15.618566422914796,77.52585484455278,7.809283211457398,2,0,0.0,0.0,2
./5843924292/Task_1_1_5_secondary.json,154.1326044207301,8.820286704879777,77.06630221036505,4.4101433524398885,2,0,0.0,0.0,2
./5843924292/Task_1_3_5_secondary.json,855.9002518472425,144.6748559661745,213.97506296181064,36.168713991543626,4,0,0.0,0.0,4
./5843924292/Task_1_5_4_secondary.json,349.60697696336354,54.013517669503685,58.26782949389392,9.00225294491728,6,0,0.0,0.0,6
./5843924292/Task_1_3_8.json,260.2777289708889,28.97690334600823,65.06943224272223,7.244225836502057,4,0,0.0,0.0,4
./5843924292/Task_1_1_3.json,9.280109889280517,4.404379512711216,4.640054944640259,2.202189756355608,2,0,0.0,0.0,2
./5843924292/Task_1_5_5.json,382.4392356427545,120.89508445937523,63.739872607125754,20.149180743229206,6,0,0.0,0.0,6
./5843924292/Task_1_3_2.json,158.2627257198105,33.78531991971769,39.565681429952626,8.446329979929423,4,0,0.0,0.0,4
./5843924292/Task_1_5_2_secondary.json,339.15534938357706,109.60088893577029,56.52589156392951,18.26681482262838,6,0,0.0,0.0,6
./5843924292/Task_1_1_2_secondary.json,147.05587790993812,8.505403703830716,73.52793895496906,4.252701851915358,2,0,0.0,0.0,2
./5843924292/Task_1_3_3.json,214.71227567443435,44.557874956436606,53.67806891860859,11.139468739109152,4,0,0.0,0.0,4
./5843924292/Task_1_5_1.json,422.5329177892169,83.80557486315125,70.42215296486948,13.967595810525209,6,0,0.0,0.0,6
./5843924292/Task_1_5_10_secondary.json,267.4324583059088,96.7591418639881,44.57207638431814,16.126523643998016,6,0,0.0,0.0,6
./5843924292/Task_1_3_9.json,204.95742858648492,24.007304151847087,51.23935714662123,6.001826037961772,4,0,0.0,0.0,4
./7538467423/Task_1_1_8_secondary.json,96.76771890683099,22.99351542191458,48.383859453415496,11.49675771095729,2,0,0.0,0.0,2
./7538467423/Task_1_1_6_secondary.json,46.46049894151541,2.896599546596022,23.230249470757705,1.448299773298011,2,0,0.0,0.0,2
./7538467423/Task_1_3_1.json,136.05741859249446,45.974520293957774,34.014354648123614,11.493630073489443,4,0,0.0,0.0,4
./7538467423/Task_1_3_9_secondary.json,141.30188749313575,26.427077597228177,35.32547187328394,6.606769399307044,4,0,0.0,0.0,4
./7538467423/Task_1_1_7_secondary.json,47.282327371567106,53.21488711596044,23.641163685783553,26.60744355798022,2,0,0.0,0.0,2
./7538467423/Task_1_5_9_secondary.json,620.3998545595044,90.98952971479423,103.39997575991741,15.164921619132372,6,0,0.0,0.0,6
./7538467423/Task_1_5_4.json,346.7068981095163,70.93475980728948,57.78448301825272,11.82245996788158,6,0,0.0,0.0,6
./7538467423/Task_1_5_1_secondary.json,291.30488939916097,82.09660864609411,48.550814899860164,13.682768107682351,6,0,0.0,0.0,6
./7538467423/Task_1_3_6_secondary.json,165.9901536076348,18.474147339915817,41.4975384019087,4.618536834978954,4,0,0.0,0.0,4
./7538467423/Task_1_3_4_secondary.json,144.34196942221922,27.735214690755072,36.085492355554805,6.933803672688768,4,0,0.0,0.0,4
./7538467423/Task_1_5_3.json,235.49573890130787,175.11356633120397,39.24928981688465,29.185594388533996,6,0,0.0,0.0,6
./7538467423/Task_1_3_7.json,346.96085673383106,36.130160549096786,86.74021418345777,9.032540137274196,4,0,0.0,0.0,4
./7538467423/Task_1_1_4.json,42.525273061485265,11.283899686975971,21.262636530742633,5.641949843487986,2,0,0.0,0.0,2
./7538467423/Task_1_3_10.json,246.89641249204607,46.16199342331972,61.72410312301152,11.54049835582993,4,0,0.0,0.0,4
./7538467423/Task_1_3_2_secondary.json,170.8152878381153,30.656127387037017,42.703821959528824,7.664031846759254,4,0,0.0,0.0,4
./7538467423/Task_1_3_5_secondary.json,534.7547823883394,31.087592967327126,133.68869559708486,7.7718982418317815,4,0,0.0,0.0,4
./7538467423/Task_1_1_1.json,151.90412482491536,3.61783711439665,75.95206241245768,1.808918557198325,2,0,0.0,0.0,2
./7538467423/Task_1_3_8.json,266.1380862059237,32.99916167685389,66.53452155148092,8.249790419213472,4,0,0.0,0.0,4
./7538467423/Task_1_1_10.json,77.03098733200578,4.271757344119223,38.51549366600289,2.1358786720596115,2,0,0.0,0.0,2
./7538467423/Task_1_1_5.json,66.0384048104053,6.964187234987642,33.01920240520265,3.482093617493821,2,0,0.0,0.0,2
./7538467423/Task_1_1_3.json,60.84943324127921,4.336730104554029,30.424716620639604,2.1683650522770144,2,0,0.0,0.0,2
./7538467423/Task_1_5_5.json,489.10589955157934,68.18973689657437,81.51764992526323,11.364956149429062,6,0,0.0,0.0,6
./7538467423/Task_1_5_6.json,349.67551989821396,69.62904588284718,58.279253316368994,11.60484098047453,6,0,0.0,0.0,6
./7538467423/Task_1_5_2_secondary.json,535.9706438109802,104.81334984480229,89.32844063516336,17.468891640800383,6,0,0.0,0.0,6
./7538467423/Task_1_1_9_secondary.json,36.07066690098348,3.4569218341719363,18.03533345049174,1.7284609170859682,2,0,0.0,0.0,2
./7538467423/Task_1_3_3_secondary.json,192.64718394584278,175.87703140586783,48.161795986460696,43.969257851466956,4,0,0.0,0.0,4
./7538467423/Task_1_5_10_secondary.json,199.7590740108868,208.6723265446348,33.293179001814465,34.77872109077247,6,0,0.0,0.0,6
./7538467423/Task_1_5_7.json,368.3088204323247,206.07201680168708,61.38480340538745,34.345336133614516,6,0,0.0,0.0,6
./7538467423/Task_1_5_8_secondary.json,135.4549360031136,197.0278842682673,27.09098720062272,39.40557685365346,5,1,53.83700514424237,54.08326913195984,6
./4741106167/Task_1_5_8.json,182.54064387496348,48.75881114369193,45.63516096874087,12.189702785922982,4,2,1.0,1.0,6
./4741106167/Task_1_5_8.json,182.54064387496348,48.75881114369193,45.63516096874087,12.189702785922982,4,2,53.83700514424237,54.08326913195984,6
./4741106167/Task_1_3_6.json,161.71448046217654,34.52067073338594,53.90482682072551,11.50689024446198,3,1,1.0,1.0,4
./4741106167/Task_1_3_1.json,118.85986310252773,18.710133884348565,39.619954367509244,6.236711294782855,3,1,1.0,1.0,4
./4741106167/Task_1_3_9_secondary.json,200.8767664000718,43.05472106954703,50.21919160001795,10.763680267386757,4,0,0.0,0.0,4
./4741106167/Task_1_1_7_secondary.json,107.68432251895086,42.62043000664357,53.84216125947543,21.310215003321787,2,0,0.0,0.0,2
./4741106167/Task_1_5_6_secondary.json,458.0409408902574,67.7958524368852,76.3401568150429,11.299308739480866,6,0,0.0,0.0,6
./4741106167/Task_1_1_8.json,18.973665961010276,4.2585232172967125,18.973665961010276,4.2585232172967125,1,1,1.0,1.0,2
./4741106167/Task_1_1_10_secondary.json,38.11840419960289,1.47054563347902,19.059202099801446,0.73527281673951,2,0,0.0,0.0,2
./4741106167/Task_1_5_1_secondary.json,555.8103715661482,253.78552127362696,138.95259289153705,63.44638031840674,4,2,153.76417665247223,161.07451691686057,6
./4741106167/Task_1_5_1_secondary.json,555.8103715661482,253.78552127362696,138.95259289153705,63.44638031840674,4,2,-475.29096393724757,418.14471179246067,6
./4741106167/Task_1_5_7_secondary.json,337.4823556010705,273.3205626900621,67.4964711202141,54.66411253801242,5,1,-67.49317786074178,224.28999086004708,6
./4741106167/Task_1_1_6.json,30.59411708155671,10.783255641593925,30.59411708155671,10.783255641593925,1,1,1.0,1.0,2
./4741106167/Task_1_3_10.json,140.98425779003244,32.9559478774074,46.99475259667748,10.985315959135798,3,1,1.0,1.0,4
./4741106167/Task_1_3_2_secondary.json,190.47560558769348,15.127381486709318,63.49186852923116,5.042460495569773,3,1,1.0,1.0,4
./4741106167/Task_1_1_5_secondary.json,70.1158447825099,10.059144130128233,35.05792239125495,5.029572065064117,2,0,0.0,0.0,2
./4741106167/Task_1_3_5.json,149.58987621264788,9.805769354086642,49.86329207088263,3.2685897846955476,3,1,1.0,1.0,4
./4741106167/Task_1_1_1.json,25.079872407968907,0.914217016945372,25.079872407968907,0.914217016945372,1,1,1.0,1.0,2
./4741106167/Task_1_5_9.json,269.40710333588197,58.13567761387844,67.35177583397049,14.53391940346961,4,2,1.0,1.0,6
./4741106167/Task_1_5_9.json,269.40710333588197,58.13567761387844,67.35177583397049,14.53391940346961,4,2,-370.3649770378082,371.1091483647365,6
./4741106167/Task_1_3_8.json,231.5020022338693,36.30501826247452,77.16733407795643,12.101672754158173,3,1,1.0,1.0,4
./4741106167/Task_1_3_7_secondary.json,317.58656612145825,78.5814346232262,79.39664153036456,19.64535865580655,4,0,0.0,0.0,4
./4741106167/Task_1_1_3.json,32.38826948140329,9.033250790744319,32.38826948140329,9.033250790744319,1,1,1.0,1.0,2
./4741106167/Task_1_5_5.json,391.86266107099505,337.896456043122,78.37253221419901,67.5792912086244,5,1,-34.95298609807529,184.69434208984313,6
./4741106167/Task_1_5_2_secondary.json,304.54835316251314,212.39272318877096,60.909670632502625,42.47854463775419,5,1,81.61214035678627,150.71164520368026,6
./4741106167/Task_1_1_2_secondary.json,169.11767958085534,12.04685296596869,84.55883979042767,6.023426482984345,2,0,0.0,0.0,2
./4741106167/Task_1_3_3.json,90.26593430971329,18.91426536788164,30.08864476990443,6.304755122627213,3,1,1.0,1.0,4
./4741106167/Task_1_1_9_secondary.json,73.76784418581431,13.45180343560287,36.883922092907156,6.725901717801435,2,0,0.0,0.0,2
./4741106167/Task_1_5_10_secondary.json,359.1072528821625,166.18584188605416,71.82145057643251,33.237168377210836,5,1,-65.6178193423973,303.0659994126692,6
./4741106167/Task_1_5_3_secondary.json,467.6684724334232,199.25382859155425,77.94474540557053,33.20897143192571,6,0,0.0,0.0,6
./4741106167/Task_1_3_4.json,104.91178360633342,9.20107547240326,34.97059453544447,3.0670251574677536,3,1,1.0,1.0,4
./4741106167/Task_1_1_4_secondary.json,71.84225256561479,16.957533764863726,35.92112628280739,8.478766882431863,2,0,0.0,0.0,2
./2325724317/Task_1_1_1_secondary.json,311.2231079893315,2.769181033617599,155.61155399466574,1.3845905168087995,2,0,0.0,0.0,2
